ID,Q1,Q2,Q3,Q4,Q5,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q11,Q12,Q13,Q14,Q15,Q16,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q11,Q12,Q13,Q14,Q15,Q16,Q17,Q18,Q19,Q20,Q21,Q22,Q23,Q24,Q25,Q26,Q27,Q28,Q29,Q30,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q11,Q12,Q13,Q14,Q15,Q16,Q17,Q18,Q19,Q20,Q21,Q22,Q23,Q24,Q25,Q26,Q27,Q28,Q29,Q1,Q2,Q3,SC0,SC1,SC2
201,18-33,Female,Female,Scottish,Undergraduate Degree,Strongly agree,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Strongly disagree,Somewhat disagree,Strongly disagree,Strongly disagree,Agree,Agree Somewhat,Agree Somewhat,Agree,Agree Somewhat,Agree Somewhat,Strongly Agree,Agree Somewhat,Don't Agree or Disagree,Don't Agree or Disagree,Agree Somewhat,Agree Somewhat,Agree Somewhat,,Agree,Disagree,Agree Somewhat,Agree Somewhat,Disagree,Somewhat Disagree,Agree,Agree,Somewhat Disagree,Agree Somewhat,Agree,Agree,Agree,Agree,Agree Somewhat,Agree,Extremely uncharacteristic of me,Extremely uncharacteristic of me,Uncharacteristic of me,Extremely uncharacteristic of me,Neither characteristic nor uncharacteristic of me,Extremely uncharacteristic of me,Characteristic of me,Uncharacteristic of me,Somewhat uncharacteristic of me,Characteristic of me,Uncharacteristic of me,Somewhat uncharacteristic of me,Extremely uncharacteristic of me,Extremely uncharacteristic of me,Extremely uncharacteristic of me,Characteristic of me,Uncharacteristic of me,Somewhat characteristic of me,Extremely uncharacteristic of me,Extremely uncharacteristic of me,Uncharacteristic of me,Somewhat uncharacteristic of me,Characteristic of me,Uncharacteristic of me,Somewhat characteristic of me,Somewhat characteristic of me,Uncharacteristic of me,Somewhat uncharacteristic of me,Uncharacteristic of me,Mostly disagree,Mostly disagree,Disagree,54,145,80
203,18-33,Female,Female,"Chinese, Chinese Scottish or Chinese British",Undergraduate Degree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Strongly disagree,Somewhat disagree,Strongly disagree,Agree Somewhat,Strongly Agree,Agree Somewhat,Agree,Agree,Strongly Agree,Strongly Agree,Somewhat Disagree,Agree,Agree Somewhat,Somewhat Disagree,Disagree,Agree,Agree,Somewhat Disagree,Disagree,Agree,Disagree,Somewhat Disagree,Disagree,Disagree,Agree,Agree,Agree Somewhat,Agree,Agree,Agree,Agree,Disagree,Somewhat Disagree,Extremely uncharacteristic of me,Somewhat uncharacteristic of me,Extremely characteristic of me,Extremely uncharacteristic of me,Somewhat uncharacteristic of me,Uncharacteristic of me,Somewhat characteristic of me,Extremely uncharacteristic of me,Extremely uncharacteristic of me,Somewhat characteristic of me,Somewhat characteristic of me,Extremely uncharacteristic of me,Somewhat uncharacteristic of me,Extremely uncharacteristic of me,Extremely uncharacteristic of me,Uncharacteristic of me,Uncharacteristic of me,Characteristic of me,Uncharacteristic of me,Uncharacteristic of me,Extremely uncharacteristic of me,Uncharacteristic of me,Somewhat uncharacteristic of me,Somewhat characteristic of me,Somewhat characteristic of me,Extremely uncharacteristic of me,Characteristic of me,Somewhat uncharacteristic of me,Characteristic of me,Mostly agree,Mostly agree,Mostly agree,51,140,86
204,33-48,Male,,Other British,Undergraduate Degree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat agree,Strongly disagree,Somewhat disagree,Strongly disagree,Agree Somewhat,Agree Somewhat,Disagree,Strongly Agree,Somewhat Disagree,Agree,Agree,Agree Somewhat,Don't Agree or Disagree,Agree Somewhat,Agree Somewhat,Don't Agree or Disagree,Don't Agree or Disagree,Agree Somewhat,Agree,Disagree,Disagree,Strongly Agree,Agree Somewhat,Agree Somewhat,Disagree,Agree,Agree Somewhat,Don't Agree or Disagree,Agree,Agree,Agree Somewhat,Agree Somewhat,Agree Somewhat,Don't Agree or Disagree,Extremely uncharacteristic of me,Somewhat uncharacteristic of me,Neither characteristic nor uncharacteristic of me,Extremely uncharacteristic of me,Extremely uncharacteristic of me,Extremely uncharacteristic of me,Somewhat uncharacteristic of me,Extremely uncharacteristic of me,Extremely uncharacteristic of me,Characteristic of me,Neither characteristic nor uncharacteristic of me,Uncharacteristic of me,Uncharacteristic of me,Uncharacteristic of me,Neither characteristic nor uncharacteristic of me,Uncharacteristic of me,Extremely uncharacteristic of me,Characteristic of me,Extremely uncharacteristic of me,Extremely uncharacteristic of me,Extremely uncharacteristic of me,Uncharacteristic of me,Extremely uncharacteristic of me,Extremely uncharacteristic of me,Extremely uncharacteristic of me,Extremely uncharacteristic of me,Extremely uncharacteristic of me,Uncharacteristic of me,Characteristic of me,Mostly disagree,Mostly disagree,Agree,40,141,63
205,18-33,Male,Male,Other British,Undergraduate Degree,Neither agree nor disagree,Strongly disagree,Strongly disagree,Strongly disagree,Somewhat disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Somewhat disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly Agree,Strongly Agree,Somewhat Disagree,Don't Agree or Disagree,Agree Somewhat,Don't Agree or Disagree,Strongly Agree,Don't Agree or Disagree,Agree Somewhat,Strongly Agree,Don't Agree or Disagree,Disagree,Agree Somewhat,Strongly Agree,Agree,,Don't Agree or Disagree,Strongly Agree,Agree Somewhat,Don't Agree or Disagree,Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Agree,Don't Agree or Disagree,Strongly Agree,Agree Somewhat,Agree Somewhat,Strongly Disagree,Extremely uncharacteristic of me,Extremely uncharacteristic of me,Somewhat uncharacteristic of me,Extremely uncharacteristic of me,Somewhat uncharacteristic of me,Extremely uncharacteristic of me,Extremely characteristic of me,Extremely uncharacteristic of me,Somewhat uncharacteristic of me,Characteristic of me,Characteristic of me,Neither characteristic nor uncharacteristic of me,Somewhat characteristic of me,Characteristic of me,Characteristic of me,Characteristic of me,Uncharacteristic of me,Neither characteristic nor uncharacteristic of me,Extremely uncharacteristic of me,Extremely uncharacteristic of me,Extremely uncharacteristic of me,Extremely uncharacteristic of me,,,Extremely uncharacteristic of me,Extremely uncharacteristic of me,Somewhat characteristic of me,Extremely uncharacteristic of me,Uncharacteristic of me,Mostly disagree,Mostly disagree,Mostly disagree,20,140,80
206,18-33,Male,,Other British,Undergraduate Degree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Agree Somewhat,Don't Agree or Disagree,Disagree,Agree,Agree Somewhat,Strongly Agree,Agree,Agree Somewhat,Agree Somewhat,Strongly Agree,Agree Somewhat,Agree,Agree Somewhat,Agree,Agree Somewhat,Strongly Agree,Don't Agree or Disagree,Agree,Agree Somewhat,Somewhat Disagree,Agree,Agree,Don't Agree or Disagree,Disagree,Agree,Don't Agree or Disagree,Agree,Agree,Agree Somewhat,Somewhat Disagree,Uncharacteristic of me,Extremely uncharacteristic of me,Somewhat characteristic of me,Extremely uncharacteristic of me,Somewhat characteristic of me,Somewhat characteristic of me,Somewhat characteristic of me,Uncharacteristic of me,Somewhat characteristic of me,Characteristic of me,Somewhat uncharacteristic of me,Somewhat characteristic of me,Neither characteristic nor uncharacteristic of me,Somewhat characteristic of me,Somewhat characteristic of me,Somewhat characteristic of me,Neither characteristic nor uncharacteristic of me,Somewhat uncharacteristic of me,Somewhat uncharacteristic of me,Uncharacteristic of me,Somewhat characteristic of me,Somewhat characteristic of me,Extremely uncharacteristic of me,Extremely uncharacteristic of me,Extremely uncharacteristic of me,Somewhat characteristic of me,Characteristic of me,Somewhat characteristic of me,Somewhat characteristic of me,Mostly disagree,Disagree,Disagree,43,152,110
208,18-33,Female,,Scottish,Undergraduate Degree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Agree Somewhat,Don't Agree or Disagree,Somewhat Disagree,Agree,Don't Agree or Disagree,Don't Agree or Disagree,Agree,Don't Agree or Disagree,Don't Agree or Disagree,Agree Somewhat,Don't Agree or Disagree,Don't Agree or Disagree,Don't Agree or Disagree,Agree Somewhat,Don't Agree or Disagree,Don't Agree or Disagree,Don't Agree or Disagree,Agree Somewhat,Don't Agree or Disagree,Somewhat Disagree,Agree Somewhat,Agree Somewhat,Don't Agree or Disagree,Don't Agree or Disagree,Don't Agree or Disagree,Agree Somewhat,Agree,Agree Somewhat,Somewhat Disagree,Don't Agree or Disagree,Uncharacteristic of me,Extremely uncharacteristic of me,Uncharacteristic of me,Extremely uncharacteristic of me,Uncharacteristic of me,Extremely uncharacteristic of me,Neither characteristic nor uncharacteristic of me,Extremely uncharacteristic of me,Extremely uncharacteristic of me,Neither characteristic nor uncharacteristic of me,Neither characteristic nor uncharacteristic of me,Somewhat uncharacteristic of me,Neither characteristic nor uncharacteristic of me,Somewhat uncharacteristic of me,Uncharacteristic of me,Neither characteristic nor uncharacteristic of me,Extremely uncharacteristic of me,Somewhat characteristic of me,Extremely uncharacteristic of me,Neither characteristic nor uncharacteristic of me,Uncharacteristic of me,Extremely uncharacteristic of me,Neither characteristic nor uncharacteristic of me,Neither characteristic nor uncharacteristic of me,Neither characteristic nor uncharacteristic of me,Uncharacteristic of me,Uncharacteristic of me,Uncharacteristic of me,Extremely uncharacteristic of me,Mostly disagree,Mostly disagree,Mostly disagree,47,131,72
210,18-33,Female,Female,Other white ethnic group,"Postgraduate Qualification, Masters",Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Strongly disagree,Neither agree nor disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Don't Agree or Disagree,Agree Somewhat,Somewhat Disagree,Strongly Agree,Agree Somewhat,Agree Somewhat,Agree Somewhat,Don't Agree or Disagree,Agree Somewhat,Agree,Strongly Agree,Somewhat Disagree,Disagree,Agree Somewhat,Don't Agree or Disagree,Somewhat Disagree,Somewhat Disagree,Agree Somewhat,Agree Somewhat,Agree Somewhat,Agree Somewhat,Strongly Agree,Don't Agree or Disagree,Don't Agree or Disagree,Agree Somewhat,Agree Somewhat,Agree,Agree,Strongly Disagree,Somewhat Disagree,Extremely uncharacteristic of me,Extremely uncharacteristic of me,Somewhat characteristic of me,Extremely uncharacteristic of me,Uncharacteristic of me,Neither characteristic nor uncharacteristic of me,Characteristic of me,Extremely uncharacteristic of me,Extremely uncharacteristic of me,Somewhat characteristic of me,Uncharacteristic of me,Uncharacteristic of me,Uncharacteristic of me,Extremely uncharacteristic of me,Extremely uncharacteristic of me,Characteristic of me,Uncharacteristic of me,Extremely characteristic of me,Extremely uncharacteristic of me,Extremely uncharacteristic of me,Extremely uncharacteristic of me,Extremely uncharacteristic of me,Extremely uncharacteristic of me,Uncharacteristic of me,Extremely uncharacteristic of me,Extremely uncharacteristic of me,Neither characteristic nor uncharacteristic of me,Extremely uncharacteristic of me,Extremely uncharacteristic of me,Disagree,Disagree,Mostly disagree,47,137,65
211,18-33,Female,,Other British,Undergraduate Degree,Somewhat agree,Somewhat agree,Strongly agree,Strongly agree,Somewhat agree,Strongly agree,Strongly agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat disagree,Strongly disagree,Somewhat disagree,Somewhat disagree,Neither agree nor disagree,Strongly disagree,Agree Somewhat,Agree,Don't Agree or Disagree,Strongly Agree,Agree Somewhat,Strongly Agree,Agree Somewhat,Somewhat Disagree,Don't Agree or Disagree,Somewhat Disagree,Agree,Don't Agree or Disagree,Agree Somewhat,Agree Somewhat,Agree Somewhat,Agree Somewhat,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Strongly Agree,Agree Somewhat,Don't Agree or Disagree,Agree Somewhat,Agree Somewhat,Agree Somewhat,Agree,Don't Agree or Disagree,Don't Agree or Disagree,Somewhat Disagree,Uncharacteristic of me,Extremely uncharacteristic of me,Extremely uncharacteristic of me,Extremely uncharacteristic of me,Extremely uncharacteristic of me,Somewhat uncharacteristic of me,Characteristic of me,Extremely uncharacteristic of me,Extremely uncharacteristic of me,Somewhat characteristic of me,Neither characteristic nor uncharacteristic of me,Uncharacteristic of me,Somewhat uncharacteristic of me,Extremely uncharacteristic of me,Somewhat characteristic of me,Somewhat characteristic of me,Extremely uncharacteristic of me,Somewhat uncharacteristic of me,Somewhat characteristic of me,Extremely uncharacteristic of me,Somewhat characteristic of me,Uncharacteristic of me,Extremely uncharacteristic of me,Uncharacteristic of me,Extremely uncharacteristic of me,Extremely characteristic of me,Somewhat characteristic of me,Characteristic of me,Neither characteristic nor uncharacteristic of me,Disagree,Disagree,Disagree,54,139,85
213,,,,,,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,Strongly agree,Strongly agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Don't Agree or Disagree,Strongly Agree,Agree Somewhat,Agree Somewhat,Agree Somewhat,Agree Somewhat,Agree,Somewhat Disagree,Agree,Somewhat Disagree,Don't Agree or Disagree,Disagree,Agree Somewhat,Agree,Agree Somewhat,Somewhat Disagree,Agree Somewhat,Agree Somewhat,Strongly Agree,Agree Somewhat,Disagree,Agree Somewhat,Extremely uncharacteristic of me,Extremely uncharacteristic of me,Extremely uncharacteristic of me,Extremely uncharacteristic of me,Extremely uncharacteristic of me,Extremely uncharacteristic of me,Characteristic of me,Extremely uncharacteristic of me,Extremely uncharacteristic of me,Somewhat uncharacteristic of me,Somewhat uncharacteristic of me,Uncharacteristic of me,Somewhat uncharacteristic of me,Uncharacteristic of me,Uncharacteristic of me,Somewhat characteristic of me,Extremely uncharacteristic of me,Neither characteristic nor uncharacteristic of me,Extremely uncharacteristic of me,Extremely uncharacteristic of me,Extremely uncharacteristic of me,Extremely uncharacteristic of me,Uncharacteristic of me,Uncharacteristic of me,Somewhat uncharacteristic of me,Extremely uncharacteristic of me,Uncharacteristic of me,Extremely uncharacteristic of me,Uncharacteristic of me,Agree,Agree,Mostly disagree,66,152,56
214,33-48,Male,Male,Irish,Undergraduate Degree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Somewhat disagree,Strongly disagree,Strongly disagree,Strongly disagree,Somewhat disagree,Strongly disagree,Strongly agree,Disagree,Agree,Agree Somewhat,Don't Agree or Disagree,Strongly Agree,Agree Somewhat,Agree,Don't Agree or Disagree,Don't Agree or Disagree,Somewhat Disagree,Strongly Disagree,Agree,Don't Agree or Disagree,Agree,Don't Agree or Disagree,Disagree,Somewhat Disagree,Agree,Somewhat Disagree,Agree Somewhat,Agree Somewhat,Agree,Somewhat Disagree,Don't Agree or Disagree,Somewhat Disagree,Disagree,Disagree,Somewhat Disagree,Agree Somewhat,Disagree,Extremely uncharacteristic of me,Neither characteristic nor uncharacteristic of me,Neither characteristic nor uncharacteristic of me,Uncharacteristic of me,Uncharacteristic of me,Uncharacteristic of me,Extremely uncharacteristic of me,Uncharacteristic of me,Extremely uncharacteristic of me,Characteristic of me,Uncharacteristic of me,Uncharacteristic of me,Extremely uncharacteristic of me,Neither characteristic nor uncharacteristic of me,Extremely uncharacteristic of me,Uncharacteristic of me,Extremely uncharacteristic of me,Characteristic of me,Uncharacteristic of me,Extremely uncharacteristic of me,Extremely uncharacteristic of me,Extremely uncharacteristic of me,Extremely uncharacteristic of me,Extremely uncharacteristic of me,Extremely uncharacteristic of me,Extremely uncharacteristic of me,Extremely uncharacteristic of me,Extremely uncharacteristic of me,Extremely uncharacteristic of me,Disagree,Mostly disagree,Mostly disagree,22,121,56
215,33-48,Female,,"Chinese, Chinese Scottish or Chinese British","Postgraduate Qualification, Masters",Neither agree nor disagree,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly Agree,Strongly Agree,Strongly Disagree,Agree,Disagree,Agree,Agree Somewhat,Agree Somewhat,Strongly Agree,Agree,Strongly Disagree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Don't Agree or Disagree,Agree Somewhat,Don't Agree or Disagree,Agree Somewhat,Strongly Disagree,Agree Somewhat,Agree Somewhat,Strongly Disagree,Don't Agree or Disagree,Agree Somewhat,Don't Agree or Disagree,Agree Somewhat,Agree Somewhat,Strongly Disagree,Don't Agree or Disagree,Uncharacteristic of me,Somewhat uncharacteristic of me,Somewhat characteristic of me,Extremely uncharacteristic of me,Uncharacteristic of me,Neither characteristic nor uncharacteristic of me,Neither characteristic nor uncharacteristic of me,Extremely uncharacteristic of me,Extremely uncharacteristic of me,Characteristic of me,Uncharacteristic of me,Characteristic of me,Uncharacteristic of me,Uncharacteristic of me,Uncharacteristic of me,Somewhat characteristic of me,Uncharacteristic of me,Characteristic of me,Uncharacteristic of me,Uncharacteristic of me,Uncharacteristic of me,Uncharacteristic of me,Uncharacteristic of me,Uncharacteristic of me,Uncharacteristic of me,Uncharacteristic of me,Neither characteristic nor uncharacteristic of me,Somewhat uncharacteristic of me,Somewhat uncharacteristic of me,Mostly agree,Mostly agree,Agree,29,138,82
