ID,Q1,Q2,Q3,Q4,Q5,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q11,Q12,Q13,Q14,Q15,Q16,Q17,Q18,Q19,Q20,Introduction,Equality,Need,Equity,Entitlement,Q1,Q2,Q3,Q4,Q5,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q11,Q12,Q13,Q14,Q15,Q16,Q17,Q18,Q19,Q20,Q21,Q22,Q23,Q24,Q25,Q26,Q27,Q28,Q29,Q30,Q31,Q32,Q33,Q1,Q2,Q3,Q4,Q4_5_TEXT,Q5,Q5_4_TEXT,Q6,Q6_4_TEXT,Q7,Q8,Q9,Q10,Q10_9_TEXT,Q11.1,Q11.2,Q11.3,Q11.4,Q11.5,Q11.6,Q11.7,Q11.8,Q11.9,Q11.10,Q11.11,Q11.12,Q12.1,Q12.2,Q12.3,Q12.4,Q12.5,Q12.6,Q12.7,Q12.8,Q12.9,SC0,SC1,SC2
234,18-33,Female,Female,"Arab, Arab Scottish or Arab British","Postgraduate Qualification, Masters",Strongly Agree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Undecided,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Agree,Strongly Disagree,Undecided,Undecided,Disagree,Strongly Disagree,Disagree,Agree,Strongly Agree,Agree completely,Agree completely,Agree completely,Agree,Neither agree nor disagree,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"Do not eat red/white meat, fish, dairy, and eggs","Do not eat any meat (including red/white meat, fish), but DO eat other animal products (including dairy and eggs)",Similar to a vegan/vegetarian diet,15 minutes,,No,,No,,Vegan,Less than 1 week,No,I have never been on a diet,,Strongly Agree,Not Sure,Disagree,Strongly Agree,Not Sure,Strongly Agree,Not Sure,Agree,Not Sure,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Disagree,Strongly Agree,Strongly Agree,Disagree,Disagree,Strongly Disagree,Strongly Disagree,94,22,27
235,18-33,Female,,Other white ethnic group,"Postgraduate Qualification, Masters",Strongly Agree,Agree,Agree,Undecided,Disagree,Disagree,Disagree,Agree,Strongly Disagree,Strongly Agree,Agree,Disagree,Undecided,Agree,Agree,Undecided,Strongly Agree,Disagree,Agree,Strongly Agree,Agree,Agree,Agree,Neither agree nor disagree,Disagree,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,"Do not eat red/white meat, fish, dairy, and eggs","Do not eat any meat (including red/white meat, fish), but DO eat other animal products (including dairy and eggs)",Similar to a vegan/vegetarian diet,50 minutes,,Maybe,,Maybe,,Vegetarian,1-2 months,No,I have never been on a diet,,Disagree,Disagree,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Agree,Not Sure,Not Sure,Disagree,Not Sure,Not Sure,Strongly Disagree,Not Sure,Not Sure,Strongly Disagree,Not Sure,Not Sure,Not Sure,Not Sure,89,17,25
236,18-33,Female,Female,"Chinese, Chinese Scottish or Chinese British","Postgraduate Qualification, Masters",Strongly Agree,Agree,Disagree,Agree,Agree,Undecided,Disagree,Agree,Agree,Agree,Disagree,Disagree,Disagree,Disagree,Undecided,Agree,Disagree,Agree,Undecided,Agree,Agree,Disagree completely,Disagree,Agree completely,Disagree,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"Do not eat red/white meat, fish, dairy, and eggs","Do not eat any meat (including red/white meat, fish), but DO eat other animal products (including dairy and eggs)",Meat is limited or excluded,Other (please specify),I don't want to educate others to eat a plant-based diet.,No,,No,,Vegan,2-4 weeks,No,Lacto-vegetarian Diet,,Disagree,Disagree,Agree,Agree,Agree,Disagree,Disagree,Disagree,Agree,Agree,Agree,Not Sure,Disagree,Disagree,Not Sure,Disagree,Agree,Not Sure,Disagree,Strongly Agree,Disagree,72,14,24
237,18-33,Female,Female,Other British,Undergraduate Degree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Undecided,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Agree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Agree completely,Neither agree nor disagree,Neither agree nor disagree,Agree completely,Disagree,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,"Do not eat red/white meat, fish, dairy, and eggs","Do not eat any meat (including red/white meat, fish), but DO eat other animal products (including dairy and eggs)",Similar to a vegan/vegetarian diet,15 minutes,,Maybe,,No,,Vegan,Less than 1 week,Maybe,Vegetarian Diet,,Disagree,Disagree,Strongly Disagree,Not Sure,Agree,Strongly Agree,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,113,18,24
238,,Female,,,,Disagree,Agree,Disagree,Disagree,Agree,Undecided,Undecided,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Undecided,Agree,Disagree,Agree,Disagree,Undecided,Agree,Neither agree nor disagree,Disagree,Neither agree nor disagree,Neither agree nor disagree,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,"Do not eat red/white meat, fish, dairy, and eggs","Do not eat red/white meat, fish, dairy, and eggs",Meat is limited or excluded,30 minutes,,No,,No,,Vegetarian with fish products,Less than 1 week,No,Mediterranean Diet,,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Disagree,Disagree,Agree,Agree,Disagree,Not Sure,Not Sure,Disagree,Not Sure,Agree,Agree,Not Sure,Not Sure,Agree,Not Sure,61,15,26
240,18-33,Female,Female,Irish,"Postgraduate Qualification, Masters",Strongly Agree,Undecided,Agree,Strongly Agree,Agree,Undecided,Undecided,Agree,Disagree,Strongly Agree,Strongly Agree,Disagree,Strongly Disagree,Strongly Disagree,Agree,Disagree,Agree,Disagree,Strongly Agree,Strongly Agree,Agree completely,Disagree,Disagree,Agree,Disagree,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"Do not eat red/white meat, fish, dairy, and eggs","Do not eat any meat (including red/white meat, fish), but DO eat other animal products (including dairy and eggs)",Similar to a vegan/vegetarian diet,15 minutes,,Maybe,,Yes,,Vegan,1-2 months,Yes,Vegetarian Diet,,Disagree,Strongly Disagree,Disagree,Agree,Agree,Disagree,Disagree,Agree,Agree,Not Sure,Not Sure,Not Sure,Not Sure,Disagree,Disagree,Disagree,Disagree,Disagree,Not Sure,Disagree,Agree,94,15,26
241,33-48,Female,Female,Other white ethnic group,"Postgraduate Qualification, Masters",Strongly Agree,Disagree,Strongly Agree,Strongly Agree,Agree,Disagree,Agree,Agree,Disagree,Agree,Agree,Strongly Disagree,Disagree,Disagree,Undecided,Undecided,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Neither agree nor disagree,Disagree completely,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,"Do not eat red/white meat, fish, dairy, and eggs","Do not eat any meat (including red/white meat, fish), but DO eat other animal products (including dairy and eggs)",Meat is limited or excluded,15 minutes,,Maybe,,Maybe,,Vegetarian,6 months or more,Yes,Mediterranean Diet,,Disagree,Agree,Not Sure,Agree,Agree,Disagree,Disagree,Disagree,Not Sure,Agree,Disagree,Disagree,Agree,Disagree,Agree,Agree,Disagree,Agree,Agree,Not Sure,Agree,94,16,29
242,18-33,Male,,Other British,Undergraduate Degree,Disagree,Undecided,Agree,Disagree,Strongly Agree,Agree,Disagree,Strongly Agree,Strongly Disagree,Agree,Disagree,Disagree,Disagree,Undecided,Agree,Undecided,Disagree,Disagree,Agree,Agree,Agree completely,Disagree completely,Agree,Agree completely,Neither agree nor disagree,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,"Do not eat any meat (including red/white meat, fish), but DO eat other animal products (including dairy and eggs)","Do not eat any meat (including red/white meat, fish), but DO eat other animal products (including dairy and eggs)",Meat is limited or excluded,30 minutes,,No,,No,,Vegetarian,2-4 weeks,Yes,I have never been on a diet,,Strongly Agree,Not Sure,Disagree,Strongly Agree,Agree,Not Sure,Disagree,Strongly Agree,Strongly Agree,Agree,Agree,Not Sure,Agree,Agree,Not Sure,Agree,Strongly Agree,Not Sure,Not Sure,Strongly Disagree,Strongly Disagree,76,18,26
243,18-33,Female,Non-binary / third gender,Other (not listed),"Postgraduate Qualification, Masters",Strongly Agree,Agree,Undecided,Agree,Agree,Undecided,Disagree,Agree,Disagree,Strongly Agree,Disagree,Strongly Disagree,Strongly Disagree,Agree,Strongly Agree,Strongly Agree,Agree,Disagree,Disagree,Agree,Agree,Neither agree nor disagree,Agree completely,Agree,Neither agree nor disagree,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,"Do not eat red/white meat, fish, dairy, and eggs","Do not eat any meat (including red/white meat, fish), but DO eat other animal products (including dairy and eggs)",Similar to a vegan/vegetarian diet,50 minutes,,Maybe,,No,,Vegetarian,Less than 1 week,Maybe,Vegetarian Diet,,Disagree,Disagree,Disagree,Strongly Agree,Agree,Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Agree,Disagree,Strongly Disagree,Not Sure,Disagree,Not Sure,Agree,Not Sure,Not Sure,Agree,Agree,Agree,81,19,23
244,18-33,Female,Female,,"Postgraduate Qualification, Masters",Agree,Undecided,Agree,Agree,Agree,Disagree,Disagree,Agree,Disagree,Agree,Undecided,Undecided,Disagree,Disagree,Undecided,Agree,Disagree,Strongly Disagree,Agree,Undecided,Agree,Neither agree nor disagree,Agree,Neither agree nor disagree,Neither agree nor disagree,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,"Do not eat red/white meat, fish, dairy, and eggs","Do not eat any meat (including red/white meat, fish), but DO eat other animal products (including dairy and eggs)",Similar to a vegan/vegetarian diet,5 minutes,,No,,No,,Vegan,Less than 1 week,No,Mediterranean Diet,,Agree,Strongly Disagree,Strongly Disagree,Agree,Disagree,Agree,Disagree,Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Agree,Disagree,Strongly Disagree,Disagree,Agree,Disagree,Not Sure,Not Sure,Strongly Disagree,Strongly Disagree,83,17,28
245,18-33,Female,,Polish,Undergraduate Degree,Agree,Disagree,Undecided,Strongly Agree,Undecided,Disagree,Undecided,Agree,Disagree,Agree,Strongly Agree,Disagree,Disagree,Disagree,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Disagree,Disagree completely,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,"Do not eat red/white meat, fish, dairy, and eggs","Do not eat any meat (including red/white meat, fish), but DO eat other animal products (including dairy and eggs)",Similar to a vegan/vegetarian diet,50 minutes,,Maybe,,Yes,,Vegan,6 months or more,Yes,Vegan Diet,,Disagree,Not Sure,Strongly Disagree,Strongly Agree,Agree,Strongly Agree,Not Sure,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Not Sure,Disagree,Agree,Strongly Agree,Agree,Agree,Agree,Disagree,Strongly Agree,88,15,26
246,,Female,Non-binary / third gender,,,Strongly Agree,Strongly Disagree,Agree,Strongly Agree,Agree,Strongly Disagree,Strongly Agree,Undecided,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Undecided,Undecided,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Agree completely,Neither agree nor disagree,Agree completely,Neither agree nor disagree,Disagree,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"Do not eat red/white meat, fish, dairy, and eggs","Do not eat any meat (including red/white meat, fish), but DO eat other animal products (including dairy and eggs)",Similar to a vegan/vegetarian diet,15 minutes,,Maybe,,Yes,,Vegetarian,6 months or more,Yes,Vegetarian Diet,,Strongly Disagree,Disagree,Disagree,Agree,Not Sure,Disagree,Strongly Disagree,Not Sure,Strongly Agree,Strongly Agree,Agree,Disagree,Not Sure,Strongly Disagree,Strongly Agree,Agree,Strongly Disagree,Agree,Agree,Strongly Disagree,Strongly Agree,108,18,24
247,18-33,Female,Non-binary / third gender,Other white ethnic group,Undergraduate Degree,Agree,Disagree,Strongly Agree,Agree,Undecided,Disagree,Disagree,Undecided,Strongly Disagree,Agree,Disagree,Disagree,Strongly Disagree,Undecided,Agree,Agree,Agree,Strongly Disagree,Agree,Strongly Agree,Agree,Agree,Neither agree nor disagree,Agree,Disagree completely,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"Do not eat red/white meat, fish, dairy, and eggs","Do not eat any meat (including red/white meat, fish), but DO eat other animal products (including dairy and eggs)",Similar to a vegan/vegetarian diet,15 minutes,,Maybe,,Yes,,Vegetarian,1-2 months,Maybe,Vegetarian Diet,,Disagree,Disagree,Disagree,Strongly Agree,Disagree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Disagree,Agree,Disagree,Agree,Agree,Disagree,Agree,Agree,Not Sure,Strongly Agree,90,16,26
248,18-33,Female,Female,Scottish,"Postgraduate Qualification, Masters",Strongly Agree,Strongly Disagree,Undecided,Strongly Agree,Disagree,Strongly Disagree,Strongly Agree,Agree,Strongly Disagree,Agree,Strongly Agree,Undecided,Disagree,Strongly Disagree,Undecided,Strongly Disagree,Undecided,Strongly Disagree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Agree,Neither agree nor disagree,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"Do not eat red/white meat, fish, dairy, and eggs","Do not eat red/white meat, fish, dairy, and eggs",Similar to a vegan/vegetarian diet,50 minutes,,Yes,,Yes,,Vegan,6 months or more,Yes,Pescatarian Diet,,Not Sure,Disagree,Strongly Disagree,Strongly Disagree,Not Sure,Strongly Agree,Not Sure,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Disagree,Disagree,105,19,28
249,18-33,Female,,Mixed or Multiple Ethnic Groups,,Strongly Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Undecided,Strongly Agree,Strongly Disagree,Disagree,Disagree,Disagree,Undecided,Strongly Agree,Undecided,Agree,Strongly Agree,Agree,Neither agree nor disagree,Neither agree nor disagree,Agree,Disagree,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,"Do not eat red/white meat, fish, dairy, and eggs","Do not eat any meat (including red/white meat, fish), but DO eat other animal products (including dairy and eggs)",Similar to a vegan/vegetarian diet,15 minutes,,Maybe,,No,,Vegan,Less than 1 week,Maybe,I have never been on a diet,,Disagree,Not Sure,Disagree,Agree,Not Sure,Not Sure,Not Sure,Agree,Agree,Not Sure,Disagree,Not Sure,Not Sure,Disagree,Not Sure,Agree,Agree,Not Sure,Not Sure,Agree,Agree,92,16,24
250,18-33,Female,,,,Strongly Agree,Strongly Disagree,Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Agree,Disagree,Strongly Disagree,Agree,Strongly Agree,Disagree,Undecided,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Undecided,Strongly Agree,Agree,Agree,Neither agree nor disagree,Neither agree nor disagree,Disagree,Disagree,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,"Do not eat any meat (including red/white meat, fish), but DO eat other animal products (including dairy and eggs)","Do not eat any meat (including red/white meat, fish), but DO eat other animal products (including dairy and eggs)",Similar to a vegan/vegetarian diet,50 minutes,,No,,No,,Vegetarian,Less than 1 week,No,I have never been on a diet,,Not Sure,Strongly Agree,Not Sure,Agree,Not Sure,Agree,Disagree,Not Sure,Agree,Agree,Not Sure,Not Sure,Not Sure,Disagree,Not Sure,Agree,Disagree,Not Sure,Not Sure,Strongly Agree,Strongly Disagree,104,14,28
251,18-33,Female,,Irish,Undergraduate Degree,Strongly Agree,Undecided,Disagree,Strongly Agree,Undecided,Strongly Disagree,Undecided,Disagree,Strongly Disagree,Agree,Agree,Strongly Disagree,Disagree,Strongly Disagree,Agree,Undecided,Agree,Strongly Disagree,Strongly Agree,Agree,Agree,Agree,Agree completely,Neither agree nor disagree,Disagree,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,"Do not eat red/white meat, fish, dairy, and eggs","Do not eat any meat (including red/white meat, fish), but DO eat other animal products (including dairy and eggs)",Similar to a vegan/vegetarian diet,15 minutes,,Yes,,Yes,,Vegan,6 months or more,Yes,Vegetarian Diet,,Disagree,Strongly Disagree,Disagree,Strongly Agree,Not Sure,Agree,Disagree,Agree,Strongly Agree,Strongly Agree,Agree,Disagree,Agree,Strongly Disagree,Agree,Agree,Disagree,Not Sure,Not Sure,Strongly Disagree,Not Sure,98,18,29
252,18-33,Female,,Other British,Undergraduate Degree,Strongly Agree,Agree,Agree,Strongly Agree,Disagree,Strongly Disagree,Strongly Disagree,Undecided,Strongly Disagree,Strongly Agree,Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Agree,Strongly Agree,Undecided,Strongly Disagree,Agree,Agree,Agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Disagree,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,"Do not eat red/white meat, fish, dairy, and eggs","Do not eat any meat (including red/white meat, fish), but DO eat other animal products (including dairy and eggs)",Meat is limited or excluded,5 minutes,,Yes,,Yes,,Vegetarian,1-2 months,Maybe,Vegetarian Diet,,Strongly Agree,Disagree,Disagree,Agree,Not Sure,Agree,Disagree,Agree,Agree,Not Sure,Agree,Not Sure,Disagree,Disagree,Agree,Not Sure,Agree,Not Sure,Not Sure,Disagree,Agree,92,15,24
253,18-33,Female,Female,"Chinese, Chinese Scottish or Chinese British","Postgraduate Qualification, Masters",Strongly Agree,Undecided,Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Disagree,Agree,Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Undecided,Agree,Undecided,Strongly Disagree,Agree,Strongly Agree,Agree completely,Agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,"Do not eat red/white meat, fish, dairy, and eggs","Do not eat red/white meat, fish, dairy, and eggs",Similar to a vegan/vegetarian diet,5 minutes,,No,,Maybe,,Vegan,2-4 weeks,Yes,Lacto-vegetarian Diet,,Agree,Agree,Disagree,Strongly Agree,Agree,Agree,Not Sure,Agree,Not Sure,Agree,Agree,Disagree,Agree,Disagree,Not Sure,Not Sure,Agree,Agree,Agree,Disagree,Agree,100,18,20
254,18-33,Female,,"Chinese, Chinese Scottish or Chinese British",Undergraduate Degree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Undecided,Agree,Strongly Disagree,Agree,Agree,Agree,Agree,Disagree,Disagree,Agree,Agree,Agree,Disagree,Disagree,Disagree,Agree,Agree,Neither agree nor disagree,Agree,Neither agree nor disagree,Disagree completely,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,"Do not eat red/white meat, fish, dairy, and eggs","Do not eat red/white meat, fish, dairy, and eggs",Similar to a vegan/vegetarian diet,Other (please specify),"I don't get this question, educate for what?",No,,No,,Vegetarian,Less than 1 week,No,I have never been on a diet,,Agree,Not Sure,Not Sure,Agree,Agree,Not Sure,Not Sure,Agree,Not Sure,Agree,Not Sure,Not Sure,Not Sure,Not Sure,Disagree,Not Sure,Not Sure,Not Sure,Not Sure,Strongly Agree,Agree,76,15,25
255,18-33,Female,Female,"Chinese, Chinese Scottish or Chinese British","Postgraduate Qualification, Masters",Strongly Agree,Disagree,Undecided,Strongly Agree,Disagree,Strongly Disagree,Strongly Agree,Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,Agree,Strongly Disagree,Disagree,Undecided,Strongly Agree,Disagree,Strongly Agree,Strongly Agree,Agree completely,Agree,Disagree,Agree,Disagree,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,"Do not eat red/white meat, fish, dairy, and eggs","Do not eat any meat (including red/white meat, fish), but DO eat other animal products (including dairy and eggs)",Similar to a vegan/vegetarian diet,50 minutes,,Maybe,,Yes,,Vegetarian,2-4 weeks,Yes,I have never been on a diet,,Agree,Disagree,Not Sure,Agree,Agree,Agree,Not Sure,Agree,Agree,Agree,Not Sure,Not Sure,Agree,Disagree,Not Sure,Agree,Agree,Agree,Agree,Disagree,Agree,105,17,24
256,18-33,Female,Female,"Chinese, Chinese Scottish or Chinese British","Postgraduate Qualification, Masters",Strongly Agree,Agree,Undecided,Strongly Agree,Strongly Disagree,Agree,Undecided,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Undecided,Disagree,Undecided,Undecided,Strongly Agree,Disagree,Agree,Agree completely,Neither agree nor disagree,Neither agree nor disagree,Agree,Disagree,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,"Do not eat any meat (including red/white meat, fish), but DO eat other animal products (including dairy and eggs)","Do not eat red/white meat, but DO eat fish",Fish is encouraged,Other (please specify),"sorry in our culture we seldom eat like vegan, so it is hard for me to answer these questions",No,,Maybe,,Vegetarian with fish products,Less than 1 week,Maybe,I have never been on a diet,,Agree,Agree,Agree,Not Sure,Agree,Disagree,Not Sure,Strongly Agree,Strongly Agree,Not Sure,Agree,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Agree,Agree,Not Sure,Agree,Not Sure,81,17,23
